prediction_id,headline,rollout_id,method,ranking,reward,date,status
20250904_next_day_Great-West_Lifeco_In_0,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),0,basic_stochastic,7,0.1428571428571429,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_1,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),1,basic_stochastic,6,0.2857142857142857,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_2,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),2,basic_stochastic,1,1.0,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_3,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),3,basic_stochastic,8,0.0,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_4,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),4,basic_stochastic,5,0.4285714285714286,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_5,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),5,basic_stochastic,4,0.5714285714285714,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_6,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),6,basic_stochastic,3,0.7142857142857143,20250904,evaluated
20250904_next_day_Great-West_Lifeco_In_7,Great-West Lifeco Inc. (GWO:CA) Presents At 2025 Scotiabank Financials Summit (Transcript),7,basic_stochastic,2,0.8571428571428572,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__0,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,0,basic_stochastic,7,0.1428571428571429,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__1,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,1,basic_stochastic,3,0.7142857142857143,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__2,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,2,basic_stochastic,1,1.0,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__3,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,3,basic_stochastic,6,0.2857142857142857,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__4,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,4,basic_stochastic,4,0.5714285714285714,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__5,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,5,basic_stochastic,5,0.4285714285714286,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__6,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,6,basic_stochastic,8,0.0,20250904,evaluated
20250904_next_day_C3.ai:_Looking_Like__7,C3.ai: Looking Like A Victim Of AI With Negative Growth And Non-GAAP Operating Losses,7,basic_stochastic,2,0.8571428571428572,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_0,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,0,basic_stochastic,1,1.0,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_1,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,1,basic_stochastic,4,0.5714285714285714,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_2,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,2,basic_stochastic,2,0.8571428571428572,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_3,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,3,basic_stochastic,5,0.4285714285714286,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_4,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,4,basic_stochastic,8,0.0,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_5,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,5,basic_stochastic,7,0.1428571428571429,20250904,evaluated
20250904_next_day_Genesco_Inc._(GCO)_P_6,Genesco Inc. (GCO) Presents At Goldman Sachs 32nd Annual Global Retailing Conference 2025 Transcript,6,basic_stochastic,6,0.2857142857142857,20250904,evaluated
