prediction_id,headline,rollout_id,method,ranking,reward,date,status
20250831_next_day_Tories_pledge_to_get_0,Tories pledge to get all oil and gas out of North Sea,0,basic_stochastic,3,0.7142857142857143,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_1,Tories pledge to get all oil and gas out of North Sea,1,basic_stochastic,7,0.1428571428571429,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_2,Tories pledge to get all oil and gas out of North Sea,2,basic_stochastic,2,0.8571428571428572,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_3,Tories pledge to get all oil and gas out of North Sea,3,basic_stochastic,5,0.4285714285714286,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_4,Tories pledge to get all oil and gas out of North Sea,4,basic_stochastic,4,0.5714285714285714,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_5,Tories pledge to get all oil and gas out of North Sea,5,basic_stochastic,1,1.0,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_6,Tories pledge to get all oil and gas out of North Sea,6,basic_stochastic,6,0.2857142857142857,20250831,evaluated
20250831_next_day_Tories_pledge_to_get_7,Tories pledge to get all oil and gas out of North Sea,7,basic_stochastic,8,0.0,20250831,evaluated
20250831_next_day_BlackRock_Strategic__0,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,0,basic_stochastic,3,0.7142857142857143,20250831,evaluated
20250831_next_day_BlackRock_Strategic__1,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,1,basic_stochastic,8,0.0,20250831,evaluated
20250831_next_day_BlackRock_Strategic__2,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,2,basic_stochastic,7,0.1428571428571429,20250831,evaluated
20250831_next_day_BlackRock_Strategic__3,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,3,basic_stochastic,4,0.5714285714285714,20250831,evaluated
20250831_next_day_BlackRock_Strategic__4,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,4,basic_stochastic,5,0.4285714285714286,20250831,evaluated
20250831_next_day_BlackRock_Strategic__5,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,5,basic_stochastic,2,0.8571428571428572,20250831,evaluated
20250831_next_day_BlackRock_Strategic__6,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,6,basic_stochastic,1,1.0,20250831,evaluated
20250831_next_day_BlackRock_Strategic__7,BlackRock Strategic Global Bond Fund Q2 2025 Commentary,7,basic_stochastic,6,0.2857142857142857,20250831,evaluated
20250831_next_day_Analyst_Connect_Augu_0,"Analyst Connect August 2025: Earnings Coverage Reminders, Top 15 Revealed, And 'Old School' Investment Wisdom",0,basic_stochastic,2,0.8571428571428572,20250831,evaluated
20250831_next_day_Analyst_Connect_Augu_1,"Analyst Connect August 2025: Earnings Coverage Reminders, Top 15 Revealed, And 'Old School' Investment Wisdom",1,basic_stochastic,3,0.7142857142857143,20250831,evaluated
20250831_next_day_Analyst_Connect_Augu_2,"Analyst Connect August 2025: Earnings Coverage Reminders, Top 15 Revealed, And 'Old School' Investment Wisdom",2,basic_stochastic,8,0.0,20250831,evaluated
20250831_next_day_Analyst_Connect_Augu_3,"Analyst Connect August 2025: Earnings Coverage Reminders, Top 15 Revealed, And 'Old School' Investment Wisdom",3,basic_stochastic,6,0.2857142857142857,20250831,evaluated
20250831_next_day_Analyst_Connect_Augu_4,"Analyst Connect August 2025: Earnings Coverage Reminders, Top 15 Revealed, And 'Old School' Investment Wisdom",4,basic_stochastic,5,0.4285714285714286,20250831,evaluated
20250831_next_day_Analyst_Connect_Augu_5,"Analyst Connect August 2025: Earnings Coverage Reminders, Top 15 Revealed, And 'Old School' Investment Wisdom",5,basic_stochastic,1,1.0,20250831,evaluated
