prediction_id,headline,rollout_id,method,ranking,reward,date,status
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_0","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",0,basic_stochastic,1,1.0,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_1","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",1,basic_stochastic,2,0.8571428571428572,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_2","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",2,basic_stochastic,6,0.2857142857142857,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_3","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",3,basic_stochastic,5,0.4285714285714286,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_4","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",4,basic_stochastic,8,0.0,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_5","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",5,basic_stochastic,4,0.5714285714285714,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_6","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",6,basic_stochastic,7,0.1428571428571429,20250809,evaluated
"20250809_next_day_CXApp,_Inc._(CXAI)_Q_7","CXApp, Inc. (CXAI) Q2 2025 Earnings Call Transcript",7,basic_stochastic,3,0.7142857142857143,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_0","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",0,basic_stochastic,5,0.4285714285714286,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_1","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",1,basic_stochastic,4,0.5714285714285714,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_2","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",2,basic_stochastic,8,0.0,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_3","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",3,basic_stochastic,3,0.7142857142857143,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_4","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",4,basic_stochastic,7,0.1428571428571429,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_5","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",5,basic_stochastic,6,0.2857142857142857,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_6","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",6,basic_stochastic,2,0.8571428571428572,20250809,evaluated
"20250809_next_day_Intellicheck,_Inc._(_7","Intellicheck, Inc. (IDN) Q2 2025 Earnings Call Transcript",7,basic_stochastic,1,1.0,20250809,evaluated
"20250809_next_day_NeuroPace,_Inc._2025_0","NeuroPace, Inc. 2025 Q2 - Results - Earnings Call Presentation",0,basic_stochastic,8,0.0,20250809,evaluated
"20250809_next_day_NeuroPace,_Inc._2025_1","NeuroPace, Inc. 2025 Q2 - Results - Earnings Call Presentation",1,basic_stochastic,2,0.8571428571428572,20250809,evaluated
"20250809_next_day_NeuroPace,_Inc._2025_2","NeuroPace, Inc. 2025 Q2 - Results - Earnings Call Presentation",2,basic_stochastic,6,0.2857142857142857,20250809,evaluated
